1518182279,0,961934170300846081
1518182413,0,961934170300846081
1518182461,0,961934170300846081
1518182650,0,961934170300846081
1518182654,0,961934170300846081
1518182695,0,961934170300846081
1518261415,0,961934170300846081
1518261719,0,961934170300846081
1518262406,0,961934170300846081
1518262587,0,961934170300846081
1518262889,0,961934170300846081
1518263033,0,961934170300846081
1518263078,0,961934170300846081
1518263200,0,961934170300846081
1518263347,0,961934170300846081
1518263510,0,961934170300846081
1518263521,0,961934170300846081
1518263603,0,961934170300846081
1518263927,0,961934170300846081
1518264062,0,961934170300846081
1518264198,0,961934170300846081
