1518182274,0,961934120359288833
1518182410,0,546767768
1518182458,0,961860408964296704
1518182645,0,961860408964296704
1518182652,0,546767768
1518182693,100,961860408964296704
1518261410,0.0076219512195122,962280468312985600
1518261714,0,962280468312985600
1518262401,0,962280468312985600
1518262583,0,962280468312985600
1518262884,0,962280468312985600
1518263028,0,962280468312985600
1518263075,0,962280468312985600
1518263195,0,962280468312985600
1518263344,0,962280468312985600
1518263508,0,962280468312985600
1518263519,0,962280468312985600
1518263601,0,962280468312985600
1518263925,0,962280468312985600
1518264059,0,962280468312985600
1518264196,0,962280468312985600
