1518182276,0,961934153733345280
1518182411,0,961934153733345280
1518182459,0,961934153733345280
1518182646,0,961934153733345280
1518182652,0,961934153733345280
1518182694,0,961934153733345280
1518261412,0,961934153733345280
1518261716,0,961934153733345280
1518262403,0,961934153733345280
1518262584,0,961934153733345280
1518262886,0,961934153733345280
1518263029,0,961934153733345280
1518263076,0,961934153733345280
1518263196,0,961934153733345280
1518263345,0,961934153733345280
1518263508,0,961934153733345280
1518263519,0,961934153733345280
1518263601,0,961934153733345280
1518263926,0,961934153733345280
1518264060,0,961934153733345280
1518264196,0,961934153733345280
