1518182281,0,961933772542435329
1518182414,0,961933772542435329
1518182462,0,961933772542435329
1518182651,0,961933772542435329
1518182655,0,961933772542435329
1518182696,0,961933772542435329
1518261417,0,961933772542435329
1518261721,0,961933772542435329
1518262407,0,961933772542435329
1518262589,0,961933772542435329
1518262891,0,961933772542435329
1518263034,0,961933772542435329
1518263078,0,961933772542435329
1518263202,0,961933772542435329
1518263348,0,961933772542435329
1518263511,0,961933772542435329
1518263522,0,961933772542435329
1518263604,0,961933772542435329
1518263928,0,961933772542435329
1518264063,0,961933772542435329
1518264199,0,961933772542435329
