1518182281,0,961934185505214464
1518182414,0,961934185505214464
1518182462,0,961934185505214464
1518182652,0,961934185505214464
1518182655,0,961934185505214464
1518182697,0,961934185505214464
1518261417,0,961934185505214464
1518261721,0,961934185505214464
1518262408,0,961934185505214464
1518262590,0,961934185505214464
1518262892,0,961934185505214464
1518263035,0,961934185505214464
1518263079,0,961934185505214464
1518263203,0,961934185505214464
1518263348,0,961934185505214464
1518263511,0,961934185505214464
1518263522,0,961934185505214464
1518263605,0,961934185505214464
1518263929,0,961934185505214464
1518264063,0,961934185505214464
1518264200,0,961934185505214464
