1518182280,0,961933961730572289
1518182414,0,961933961730572289
1518182462,0,961933961730572289
1518182651,0,961933961730572289
1518182655,0,961933961730572289
1518182696,0,961933961730572289
1518261416,0.00076219512195122,962071965371478017
1518261720,0,962071965371478017
1518262407,0,962071965371478017
1518262588,0,962071965371478017
1518262890,0,962071965371478017
1518263034,0,962071965371478017
1518263078,0,962071965371478017
1518263201,0,962071965371478017
1518263348,0,962071965371478017
1518263511,0,962071965371478017
1518263522,0,962071965371478017
1518263604,0,962071965371478017
1518263928,0,962071965371478017
1518264062,0,962071965371478017
1518264199,0,962071965371478017
